wyscout_name,search_name,fm_name,fm_id,fm_team,match_score,face_url,wyscout_teams
L. Di Yorio,Lucas Gabriel Di Yorio,Lucas Di Yorio,14170401,Club Santos Laguna,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14170401.png,Corporación de Fútbol de la Universidad de Chile|Santos Laguna
L. Diarte,Lucas Martín Diarte,Lucas Diarte,14131703,Club Atlético San Martín de Tucumán,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14131703.png,San Martín Tucumán|CA San Martín de San Juan
L. Díaz,Luis Ángel Díaz Cuesta,Luis Ángel Díaz,2000111454,Envigado Fútbol Club S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000111454.png,Santos|Envigado FC|Envigado
L. Escorcia,Luis Fernando Escorcia Urieta,Luis Escorcia,2000161307,El Equipo del Pueblo S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000161307.png,Medellín|Fortaleza CEIF FC
L. Espinoza,Leonar Javier Espinoza Lema,Toño Espinoza,2000161233,Club Social y Deportivo Macará,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000161233.png,Macará|CSD Macara
L. Esquivel,Lucas Ángel Esquivel,Lucas Esquivel,14236055,Clube Athlético Paranaense,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14236055.png,Club Athletico Paranaense
L. Estupiñán,Luis Joel Estupiñán García,Luis Estupiñán,86067731,Club Deportivo Técnico Universitario,95,https://sortitoutsi.b-cdn.net/uploads/face/face_86067731.png,Técnico Universitario|Deportivo Cuenca
L. Fernández,Leandro David Fernández,Leandro Fernández,14135112,Club Villa Mitre de Bahía Blanca,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14135112.png,Peñarol|Argentinos Juniors|CA Racing de Córdoba
L. Ferreira,Lucas Agustín Ferreira Zagas,Lucas Ferreira,78098249,Club Atlético Peñarol,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78098249.png,Club Social y Deportivo Defensa y Justicia|Defensa y Justicia
L. Flores,Leonardo Ezequiel Flores,Leonardo Flores,14209873,A.M.S. y D. Atlético de Rafaela,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14209873.png,Atlético Bucaramanga|CA Atlanta
L. Gamba,Lucas Emanuel Gamba,Lucas Gamba,14022880,Club Atlético Barracas Central,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14022880.png,Club Atlético Unión
L. Giménez,Luciano Giménez Alanda,Luciano Giménez,14170064,Club Atlético Huracán,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14170064.png,Club Atlético Huracán|Huracán
L. González,Lucas Nahuel González Martinez,Lucas González,14242246,Club Central Córdoba de Santiago del Estero,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14242246.png,Central Córdoba SdE|Club Social y Deportivo Defensa y Justicia|Deportivo Táchira
L. González Pírez,Leandro Martín González Pírez,Leandro González Pírez,14023367,Club Estudiantes de La Plata,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14023367.png,Estudiantes de La Plata|Estudiantes
L. Guerra,Luis Alejandro Guerra Romero,Luis Guerra,86041883,Tobyl Qostanai,95,https://sortitoutsi.b-cdn.net/uploads/face/face_86041883.png,Deportes Limache|Club Deportes Limache
L. Gustavino,Luis Carlos Gustavino Chila,Luis Gustavino,2000184045,Sociedad Deportiva Aucas,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000184045.png,Aucas|Deportivo Cuenca
L. Haquín,Luis Fernando Haquín López,Luis Haquín,86056908,Al-Tai Football Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_86056908.png,Mushuc Runa SC|Al Ta'ee
L. Heredia,Leonardo Matías Heredia,Leonardo Heredia,14129708,Club Atlético Platense,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14129708.png,Club Atlético Central Córdoba|Platense
L. Herrera,Luciano Ramón Herrera,Luciano Herrera,14123565,Club Atlético Newell's Old Boys,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14123565.png,Club Atlético Newell's Old Boys|Newell's Old Boys
L. Lemos,Lucas Maximiliano Lemos Mayuncaldi,Lucas Lemos,78099015,Mushuc Runa Sporting Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78099015.png,Club Atlético River Plate (URU)|Boston River
L. León,Luis Fernando León Bermeo,Luis Fernando León,86034377,Club Sport Emelec,95,https://sortitoutsi.b-cdn.net/uploads/face/face_86034377.png,Emelec|CS Emelec
L. Lima,L. Lima,Leandro Lima,19393073,FK Pardubice,95,https://sortitoutsi.b-cdn.net/uploads/face/face_19393073.png,Francs Borains
L. Lollo,Mauricio Luciano Lollo,Luciano Lollo,14007349,,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14007349.png,Club Atlético Newell's Old Boys
L. Loor,Layan Manuel Loor Requelme,Layan Loor,2000015440,Club Deportivo Independiente del Valle,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000015440.png,CSD Independiente del Valle|Independiente del Valle
L. Lozano,Leandro Nicolás Lozano Fernández,Leandro Lozano,78095740,Asociación Atlética Argentinos Juniors,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78095740.png,Asociación Atlética Argentinos Juniors|Argentinos Juniors
L. López,Luis Eduardo López,Luis López,14032797,Paysandú Fútbol Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14032797.png,CA Temperley|Belgrano|Lommel SK
L. Maciel,Leandro Isaac Maciel,Leandro Maciel,14110273,Botafogo Futebol Clube (SP),95,https://sortitoutsi.b-cdn.net/uploads/face/face_14110273.png,Botafogo SP|Botafogo FC Ribeirão Preto
L. Mancinelli,Lucas Eduardo Mancinelli,Lucas Mancinelli,14025500,Club Deportivo Cuenca,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14025500.png,Deportivo Cuenca
L. Martínez Dupuy,Luca Leovino Martínez Dupuy,Luca Martínez Dupuy,2000024821,Club Deportivo Godoy Cruz Antonio Tomba,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000024821.png,Club Deportivo Godoy Cruz Antonio Tomba|Godoy Cruz
L. Menossi,Lucas Ariel Menossi,Lucas Menossi,14036260,,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14036260.png,CA Belgrano de Córdoba
L. Morales,Lucas Nahuel Morales Burruzo,Lucas Morales,78088542,Club Olimpia,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78088542.png,Club Nacional de Football|Belgrano|Nacional
L. Mosevich,Julio Leonel Mosevich,Leonel Mosevich,14157191,Instituto Atlético Central Córdoba,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14157191.png,Instituto AC Córdoba|Instituto
L. Otormín,Leandro Gastón Otormín Fumero,Leandro Otormín,78065968,Club Atlético Nacional Potosí,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78065968.png,Juventud|Cerro Largo Fútbol Club
L. Palacios,Luis Ángel Palacios Mena,Luis Palacios,2000109584,Independiente Santa Fe S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000109584.png,Once Caldas|Audax Italiano
L. Passerini,Lucas Giuliano Passerini,Lucas Passerini,14080166,Club Atlético Belgrano,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14080166.png,CA Belgrano de Córdoba|Belgrano
L. Pavez,Luis Alberto Pavez Muñoz,Luis Pavez Muñoz,75031253,O'Higgins,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75031253.png,O'Higgins|Club Deportivo O'Higgins
L. Pertusatti,Lautaro Omar Pertusatti González,Lautaro Pertusatti,78102113,Club Atlético River Plate (Montevideo),95,https://sortitoutsi.b-cdn.net/uploads/face/face_78102113.png,Club Atlético River Plate (URU)|River Plate
L. Picco,Leonel Marcelo Picco,Leonel Picco,14134689,Clube do Remo,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14134689.png,Remo|CA Platense
L. Pons,Luciano Daniel Pons,Luciano Pons,86031284,Club Atlético Bucaramanga S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_86031284.png,Atlético Bucaramanga|CA Bucaramanga
L. Pérez,Luis Felipe Pérez Valencia,Luis Pérez,76047079,Asociación Deportiva Tarma,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76047079.png,CD Alianza Petrolera|Huracán
L. Quiñónez,Leonel Enrique Quiñónez Padilla,Leonel Quiñónez,86059753,Liga Deportiva Universitaria de Quito,95,https://sortitoutsi.b-cdn.net/uploads/face/face_86059753.png,Liga Deportiva Universitaria de Quito|LDU Quito
L. Ramos,Luis Alejandro Ramos Leiva,Luis Ramos,77062636,Club Alianza Lima,95,https://sortitoutsi.b-cdn.net/uploads/face/face_77062636.png,América de Cali|Alianza Lima
L. Recalde,Luciano Leonel Recalde,Luciano Recalde,14155176,Quilmes Atlético Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14155176.png,CA San Martín de San Juan|Quilmes
L. Reyes,Lorenzo Enrique Reyes Vicencio,Lorenzo Reyes,75014620,Ñublense,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75014620.png,Ñublense|Nublense
L. Riascos,Léider Andrés Riascos Suárez,Léider Riascos,76066620,Club Llaneros S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76066620.png,CD La Equidad|Llaneros
L. Ribeiro,L. Ribeiro,Luís Ribeiro,55028108,Clube Desportivo de Mafra,95,https://sortitoutsi.b-cdn.net/uploads/face/face_55028108.png,Uthai Thani
L. Riveros,Luis Enrique Riveros Valenzuela,Luis Riveros,75049245,Coquimbo Unido,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75049245.png,Audax Club Sportivo Italiano|Audax Italiano
L. Rodríguez,Lucas Guzmán Rodríguez Cardoso,Lucas Rodríguez,78070944,Club Nacional de Football,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78070944.png,Racing Club de Montevideo|Aldosivi|NEOM|Nacional|Club Nacional de Football
L. Romero,Lucas Daniel Romero,Lucas Romero,14047196,Cruzeiro Esporte Clube SAF,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14047196.png,Cruzeiro EC|Cruzeiro
L. Saldaña,Leonardo Enrique Saldaña Carvajal,Leonardo Saldaña,76014303,,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76014303.png,CD Alianza Petrolera|Alianza
L. Sandoval,Luis Fernando Sandoval Oyola,Luis Sandoval,76049767,Club Deportes Tolima S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76049767.png,Independiente Medellin|Tolima
L. Sanseviero,Lucas Martín Sanseviero Pérez,Lucas Sanseviero,78105029,Real Valladolid C.F.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78105029.png,Danubio Fútbol Club|Danubio
L. Sequeira,Luis Alberto Sequeira,Luis Sequeira,14223037,Club Sportivo Independiente Rivadavia,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14223037.png,Talleres Córdoba|Huracán|CS Independiente Rivadavia
L. Sosa,Luis Leandro Sosa Otermín,Leandro Sosa,78046306,Danubio Fútbol Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78046306.png,Danubio Fútbol Club|Barcelona SC|Danubio
L. Soto,Lucas Sebastián Soto Olivares,Lucas Soto,2000114720,Colo Colo,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000114720.png,Everton de Viña del Mar|Everton
L. Suhr,Leandro Suhr Avondet,Leandro Suhr,78084202,Club Atlético Boston River,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78084202.png,CA Sarmiento|Boston River
L. Suárez,L. Suárez,Luis Suárez,76046285,Sporting Clube de Portugal,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76046285.png,Sarmiento
L. Sánchez,Luis Francisco Sánchez Mosquera,Luis Sánchez,76058881,Once Caldas S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76058881.png,Once Caldas
L. Torres,Liberman Bryan Torres Nazareno,Liberman Torres,2000007847,Manta Fútbol Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000007847.png,Manta|Manta FC
L. Valencia,Leonardo Felipe Valencia Rossel,Leonardo Valencia,75015318,Club Social y de Deportes Concepción,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75015318.png,Audax Club Sportivo Italiano|Audax Italiano
L. Vargas,Lautaro Valentín Vargas,Lautaro Vargas,2000220608,Club Atlético Unión de Santa Fe,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000220608.png,Unión Santa Fe|Club Atlético Unión
L. Villalba,Lucas Martín Villalba Jaume,Lucas Villalba,2000087223,Botafogo de Futebol e Regatas SAF,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000087223.png,Botafogo|Cruzeiro|Club Nacional de Football
L. Zazpe,Leandro Agustín Zazpe Rodríguez,Leandro Zazpe,78046217,Montevideo Wanderers Fútbol Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78046217.png,Wanderers|Montevideo Wanderers Fútbol Club
L. Zárate,Luis Felipe Zárate Cardozo,Luis Zárate,79031722,Club Deportivo Independiente del Valle,95,https://sortitoutsi.b-cdn.net/uploads/face/face_79031722.png,CSD Independiente del Valle|Independiente del Valle
L. de los Santos,Lucas Paul de los Santos Ruiz Díaz,Lucas de los Santos,2000092657,Defensor Sporting Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000092657.png,Defensor Sporting|Defensor Sporting Club
L. Álvarez,Leonel Dante Álvarez,Dante Álvarez,14163704,Club Atlético San Martín de San Juan,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14163704.png,CA San Martín de San Juan|San Martín San Juan
Lautaro Cruz Lusnig,Lautaro Cruz Lusnig,Lautaro Lusnig,14207920,Deportivo Táchira F.C.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14207920.png,CA Estudiantes de Caseros
Lautaro Exequiel Fedele,Lautaro Exequiel Fedele,Lautaro Fedele,2000085182,Club Atlético Atlanta,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000085182.png,CA Atlanta
Lautaro Javier Villegas,Lautaro Javier Villegas,Lautaro Villegas,2000036013,Club Atlético Banfield,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000036013.png,CSyD Tristán Suárez
Lautaro Joel Parisi,Lautaro Joel Parisi,Lautaro Parisi,14157178,Club Ferro Carril Oeste,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14157178.png,Club Ferro Carril Oeste
Lautaro Valentín Pereyra,Lautaro Valentín Pereyra,Valentin Pereyra,2000096447,Club Atlético Patronato de la Juventud Católica,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000096447.png,Club Atlético Patronato
Leandro Agustín Ojeda,Leandro Agustín Ojeda,Agustín Ojeda,14242043,Club Atlético Chaco For Ever,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14242043.png,CA San Telmo
Leandro Alberto Ciccolini,Leandro Alberto Ciccolini,Leandro Ciccolini,14176263,Club Atlético Defensores de Belgrano,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14176263.png,CA Chacarita Juniors
Leandro Nicolás Contín,Leandro Nicolás Contín,Nicolás Contín,14131375,Club de Gimnasia y Tiro de Salta,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14131375.png,Club de Gimnasia y Tiro de Salta
Leonai,Leonai Souza de Almeida,Leonai Souza,78106100,Clube Náutico Capibaribe,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78106100.png,Barcelona SC
Leonardo Andrés Felissia,Leonardo Andrés Felissia,Leonardo Felissia,2000087430,Club Atlético Central Norte de Salta,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000087430.png,CSyD Tristán Suárez
Leonardo Fabián Marinucci,Leonardo Fabián Marinucci,Leonardo Marinucci,14047015,Club Atlético Chaco For Ever,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14047015.png,Club Atlético Chaco For Ever
Lorenzo Monti Azpiazu,Lorenzo Monti Azpiazu,Lorenzo Monti,14225491,Club Atlético Temperley,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14225491.png,CA Temperley
Luan Gonçalves,Luan Martins Gonçalves,Luan Martins,83328823,Esporte Clube Primavera SAF,95,https://sortitoutsi.b-cdn.net/uploads/face/face_83328823.png,Juventude|Primavera SP|Clube do Remo
Luanzinho,Luanzinho,Luan Pereira,19303927,Sharjah FC,95,https://sortitoutsi.b-cdn.net/uploads/face/face_19303927.png,Al Sharjah
Lucas David Monzón,Lucas David Monzón,Lucas Monzón,2000096035,Club Deportivo Recoleta,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000096035.png,Club Atlético Alvarado Mar del Plata
Lucas Emanuel Angelini,Lucas Emanuel Angelini,Lucas Angelini,14152856,Club Atlético Temperley,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14152856.png,AA Estudiantes de Río Cuarto
Lucas Gabriel Monzón Lemos,Lucas Gabriel Monzón Lemos,Lucas Monzón,78105725,Club Deportivo Popular Junior F.C. S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78105725.png,Racing Club de Montevideo
Lucas Martín Ambrogio,Lucas Martín Ambrogio,Lucas Ambrogio,14236702,Club Atlético Nueva Chicago,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14236702.png,CA Atlanta
Luciano Gastón Arnijas,Luciano Gastón Arnijas,Luciano Arnijas,2000183102,Club Deportivo Maipú,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000183102.png,CD Maipú
Luciano Ismael Ferreyra,Luciano Ismael Ferreyra,Luciano Ferreyra,14227040,Club Atlético San Martín de Tucumán,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14227040.png,CA Central Norte
Luis Alberto Silba,Luis Alberto Silba,Luis Silba,78041287,Club Social y Deportivo Madryn,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78041287.png,Club Social y Deportivo Madryn
Luis Geovanny Segovia Vega,Luis Geovanny Segovia Vega,Luis Segovia,86057330,Liga Deportiva Universitaria de Quito,95,https://sortitoutsi.b-cdn.net/uploads/face/face_86057330.png,Clube de Regatas Brasil
Luis Julián Olivera,Luis Julián Olivera,Luis Olivera,14110841,Club Atlético Defensores Unidos de Zárate,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14110841.png,CA Defensores Unidos
Luis Vicente Jeréz Silva,Luis Vicente Jeréz Silva,Luis Jerez Silva,14027862,Club Atlético Defensores de Belgrano,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14027862.png,Club Almagro
M. Abaldo,Matías Ezequiel Abaldo Menyou,Matías Abaldo,2000111471,Club Atlético Independiente,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000111471.png,Defensor Sporting Club|Independiente|CA Independiente
M. Abero,Mathías Nicolás Abero Villan,Mathías Abero,78016323,Uruguay Montevideo Fútbol Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78016323.png,Cerro|Club Atlético Cerro
M. Acosta,Marcos Antonio Acosta Rojas,Marcos Acosta Rojas,79012283,CSD Cobán Imperial,95,https://sortitoutsi.b-cdn.net/uploads/face/face_79012283.png,Cobán Imperial|Manta FC
M. Acuña,Marcos Javier Acuña,Marcos Acuña,14044037,Club Atlético River Plate,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14044037.png,Club Atlético River Plate|River Plate
M. Alfonso,Matías Iván Alfonso Colina,Matías Alfonso,78105696,Club Sportivo San Lorenzo,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78105696.png,Club Atlético River Plate (URU)|River Plate
M. Alonso,Máximo David Alonso Fontes,Máximo Alonso,78096869,Central Español Fútbol Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78096869.png,Club Atlético Cerro|Universidad Católica|San Antonio Bulo Bulo
M. Araújo,M. Araújo,Miguel Araujo,77018490,Club Sporting Cristal S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_77018490.png,Bahia
M. Arturia,Marcos Luis Arturia,Marcos Arturia,14181158,Club de Deportes Limache,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14181158.png,CA Banfield|Deportes Limache
M. Barbieri,Miguel Ángel Barbieri,Miguel Barbieri,14071188,Club Deportivo Riestra,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14071188.png,CD Riestra|Deportivo Riestra
M. Barrios,Michael David Barrios Puerta,Michael Barrios,76021610,Once Caldas S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76021610.png,Once Caldas|Racing Club
M. Blázquez,Matías Javier Blázquez Lavín,Matías Blázquez,75015083,Deportes Iquique,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75015083.png,Deportes Iquique|Club Deportes Iquique
M. Borja,Miguel Ángel Borja Hernández,Miguel Borja,76033093,Al-Wasl,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76033093.png,Club Atlético River Plate|River Plate
M. Braida,Malcom Nahuel Braida,Malcom Braida,14198676,Club Atlético Boca Juniors,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14198676.png,Boca Juniors|Club Atlético San Lorenzo de Almagro
M. Brasil,Mauro Alejandro Brasil Alcaire,Mauro Brasil,78082578,Dinamo Samarqand,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78082578.png,Cerro Largo|Cerro Largo Fútbol Club
M. Briceño,Mario Cristian Osmin Briceño Portilla,Mario Briceño,75036593,Huachipato,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75036593.png,Club Deportivo Huachipato|Huachipato
M. Brizuela,Miguel Marcelo Brizuela,Miguel Brizuela,14157636,O'Higgins,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14157636.png,Vélez Sarsfield|CA Tucuman
M. Burdisso,Mateo Raúl Burdisso,Mateo Burdisso,14210404,Delfín Sporting Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14210404.png,Delfín SC|Delfin
M. Carcelén,Michael Alexander Carcelén Carabalí,Michael Carcelén,2000013491,Querétaro Fútbol Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000013491.png,Querétaro|SD Aucas
M. Casco,Milton Óscar Casco,Milton Casco,14021863,Atlético Nacional S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14021863.png,Club Atlético River Plate|Atlético Nacional
M. Castaño,Mauricio Castaño Grisales,Mauricio Castaño,80029890,Jaguares Fútbol Club S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_80029890.png,AD Pasto|Jaguares de Córdoba
M. Castillo,Mateo Castillo Márquez,Mateo Castillo,2000212026,América de Cali S.A.,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000212026.png,América de Cali
M. Castro,Luis Manuel Castro Cáceres,Manuel Castro,78064929,Esporte Clube Juventude,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78064929.png,Juventude|Liverpool Montevideo
M. Catalán,Matías Ezequiel Catalán,Matías Catalán,14043356,Club Atlético Talleres de Córdoba,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14043356.png,Talleres Córdoba|Club Atlético Talleres
M. Collao,Marco Antonio Collao Ramos,Marco Collao,75041034,Audax Italiano,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75041034.png,Audax Club Sportivo Italiano|Audax Italiano
M. Colmán,Mauro Joaquín Martin Colmán,Mauro Martín,78106318,Club Atlético Progreso,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78106318.png,Progreso|CA Progreso
M. Coronel,Maximiliano Ángel Coronel,Maximiliano Coronel,14022484,Club Atlético All Boys,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14022484.png,CA All Boys|Querétaro
M. Cáceres,Mateo Valentín Cáceres,Mateo Cáceres,14227181,Club Atlético Talleres de Córdoba,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14227181.png,Talleres Córdoba|Racing Club de Montevideo
M. Céliz,Milton Aaron Céliz,Milton Céliz,14063607,Barcelona Sporting Club,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14063607.png,CD Riestra|Deportivo Riestra
M. Di Cesare,Marco Genaro Di Cesare,Marco Di Cesare,14246827,Racing Club de Avellaneda,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14246827.png,Racing Club|Racing Club de Avellaneda
M. Dávila,Misael Aldair Dávila Carvajal,Misael Dávila,75014623,Club Social y de Deportes Concepción,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75014623.png,Club Deportes Iquique|Univ. Concepción
M. Díaz,Mauro Alberto Díaz,Mauro Díaz,14009518,Club Deportivo Universidad Católica del Ecuador,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14009518.png,CD Universidad Católica del Ecuador|Universidad Católica|Deportivo Cuenca|Universidad de Chile
M. Esponda,Marcelo César Esponda,Marcelo Esponda,2000083023,Club Atlético Newell's Old Boys,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000083023.png,CA Aldosivi|Newell's Old Boys
M. Estigarribia,Marcelo Luciano Estigarribia,Marcelo Estigarribia,14162269,Club Atlético Unión de Santa Fe,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14162269.png,Unión Santa Fe|Club Atlético Unión
M. Estrada,Michael Steveen Estrada Martínez,Michael Estrada,86035420,Liga Deportiva Universitaria de Quito,95,https://sortitoutsi.b-cdn.net/uploads/face/face_86035420.png,Liga Deportiva Universitaria de Quito|LDU Quito
M. Fernández,Martín Alejandro Fernández Figueira,Martín Fernández,78099051,Albacete Balompié,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78099051.png,Club Atlético Newell's Old Boys|Gil Vicente|Gimnasia y Esgrima La Plata|Coquimbo Unido|Independiente Rivadavia|Newell's Old Boys
M. Fuentes,Michael Andrés Fuentes Vadulli,Michael Vadulli,75049630,Audax Italiano,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75049630.png,Audax Club Sportivo Italiano|Audax Italiano
M. Galarza,Matias Galarza Fonda,Matías Galarza,79035283,Atlanta United FC,95,https://sortitoutsi.b-cdn.net/uploads/face/face_79035283.png,Talleres Córdoba|Club Atlético Talleres|River Plate
M. Garay,Héctor Martín Garay,Martín Garay,14205434,Club Atlético Tigre,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14205434.png,CA Tigre|Tigre
M. García,Mender García Torres,Mender García,76053243,Chungbuk Cheongju FC,95,https://sortitoutsi.b-cdn.net/uploads/face/face_76053243.png,Progreso|Sarmiento|Independiente Medellin
M. Gianoli,Martín German Gianoli Abellan,Martín Gianoli,2000132184,Deportivo La Guaira,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000132184.png,Peñarol|Cerro Largo Fútbol Club
M. Giménez,Matías Daniel Giménez Rojas,Matías Giménez Rojas,14247816,Asociación Atlética Argentinos Juniors,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14247816.png,Boca Juniors|Argentinos Juniors|CA Independiente
M. González,Matías González Márquez,Matías González,78096887,Club Atlético Peñarol,95,https://sortitoutsi.b-cdn.net/uploads/face/face_78096887.png,Danubio Fútbol Club|Boston River|O'Higgins|Danubio|Lanús
M. Guerrero,Maximiliano Gabriel Guerrero Peña,Maximiliano Guerrero,75044486,Universidad de Chile,95,https://sortitoutsi.b-cdn.net/uploads/face/face_75044486.png,Corporación de Fútbol de la Universidad de Chile|Universidad de Chile
M. Gutiérrez,Maximiliano José Gutiérrez Jara,Maximiliano Gutiérrez,2000131732,Club Atlético Independiente,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000131732.png,Club Deportivo Huachipato|Huachipato
M. Gómez,Matías Marcos Gómez,Matías Gómez,14207656,,95,https://sortitoutsi.b-cdn.net/uploads/face/face_14207656.png,Boyacá Chicó|Olimpia|Boston River|Nacional|CA Los Andes|River Plate
M. Gómez Pereyra,Marcio Gómez Pereyra,Marcio Gómez,2000077983,Club Atlético Racing de Córdoba,95,https://sortitoutsi.b-cdn.net/uploads/face/face_2000077983.png,CD Tecnico Universitario|Racing Córdoba
