wyscout_name,fm_name,fm_id,fm_nation,match_score,logo_url
Dibba Al Fujairah,Dibba Al-Fujairah Club,7880052,The United Arab Emirates,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_7880052.png
Dibba Al Hisn,Dibba Al-Hisn Sports & Culture Club,135436,The United Arab Emirates,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_135436.png
Egnatia Rrogozhinë,Klubi i Futbollit Egnatia Rrogozhinë,8350953,Albania,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_8350953.png
Enosis,AO Rethymniakis Enosis Athliton,2000277968,Greece,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000277968.png
Estudiantes,Club Estudiantes de La Plata,85,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_85.png
Estudiantes Río Cuarto,Asociación Atlética Estudiantes de Río Cuarto,3101435,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_3101435.png
Felgueiras 1932,Futebol Clube de Felgueiras 1932 B,83111777,Portugal,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_83111777.png
Ferro Carril Oeste,Club Ferro Carril Oeste,86,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_86.png
Ferroviária,Associação Ferroviária de Esportes,302144,Brazil,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_302144.png
First Vienna,First Vienna FC 1894,101154,Austria,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_101154.png
Gimnasia Jujuy,Club Atlético Gimnasia y Esgrima de Jujuy,102957,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102957.png
Gimnasia La Plata,Club de Gimnasia y Esgrima La Plata,87,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_87.png
Gimnasia Mendoza,Club Atlético Gimnasia y Esgrima de Mendoza,956891,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_956891.png
Gimpo Citizen,Gimpo Citizen FC,66032900,The Republic of Korea,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_66032900.png
Hapoel Be'er Sheva,Hapoel Be'er-Sheva,1085,Israel,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1085.png
Hapoel Tel Aviv,Hapoel Tel-Aviv,1090,Israel,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1090.png
Hồ Chí Minh City,Hồ Chí Minh City I W.F.C.,2000357679,Vietnam,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000357679.png
Imabari,FC Imabari,788904,Japan,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_788904.png
Inter Toronto,Inter Toronto Football Club,20502987,Canada,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_20502987.png
Jeonbuk Motors,Jeonbuk Hyundai Motors FC,130776,The Republic of Korea,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130776.png
Jeonnam Dragons,Jeonnam Dragons FC,106812,The Republic of Korea,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_106812.png
Juan Pablo II College,Asociación Club Deportivo Juan Pablo II College,2000365103,Peru,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000365103.png
Kanchanaburi Power,Kanchanaburi Power FC,97208564,Thailand,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_97208564.png
Kryvbas KR,Kryvbas Kryvyi Rih,2000028043,Ukraine,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000028043.png
Kyoto Sanga,Kyoto Sanga F.C.,1192,Japan,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1192.png
Los Angeles FC,FC Los Ángeles,51042113,Mexico,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_51042113.png
Maccabi Tel Aviv,Maccabi Tel-Aviv,1097,Israel,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1097.png
Machida Zelvia,FC Machida Zelvia,788837,Japan,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_788837.png
Muang Thong United,SCG Muangthong United,23078012,Thailand,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_23078012.png
NEOM,Neom Sports Club,2000326380,Saudi Arabia,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000326380.png
Nacional Asunción,Club Nacional de Asunción,2000371612,,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000371612.png
Newell's Old Boys,Club Atlético Newell's Old Boys,91,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_91.png
Oleksandria,FC Krystal Oleksandria,71010501,,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_71010501.png
Olympiacos Piraeus,Olympiacos SF Piraeus,981,Greece,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_981.png
Orsomarso,Orsomarso Sportivo Clube S.A.,76045729,Colombia,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_76045729.png
Paide,Paide Linnameeskond,31000336,Estonia,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_31000336.png
Paris,Paris Saint-Germain,868,France,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_868.png
Pattaya Dolphins,Pattaya Dolphins United,2000117785,,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000117785.png
Petrópolis,Petrópolis Futebol Clube,19248712,Brazil,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_19248712.png
Portuguesa RJ,Associação Atlética Portuguesa (RJ),301251,Brazil,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_301251.png
Preußen Münster,SC Preußen Münster,935,Germany,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_935.png
Primavera SP,Aprilia Centro Sportivo Primavera,43386626,,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_43386626.png
Pumas UNAM,Pumas de la UNAM (Naucalpan),5664930,,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5664930.png
Racing Córdoba,Club Atlético Racing de Córdoba,3102137,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_3102137.png
Radnički Kragujevac,KFK Radnički Kragujevac,62054791,Serbia,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_62054791.png
Real Soacha Cundinamarca,Real Soacha Cundinamarca S.A.,2000273045,Colombia,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000273045.png
Rio Branco ES,Rio Branco Futebol Clube (ES),314332,Brazil,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_314332.png
Rio Branco SP,Rio Branco Esporte Clube,107226,Brazil,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_107226.png
SC Delhi,Rangers Delhi SC,2000266099,India,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000266099.png
San Martín Mendoza,Atlético Club San Martín de Mendoza,108545,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_108545.png
San Martín San Juan,Club Atlético San Martín de San Juan,108546,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_108546.png
San Martín Tucumán,Club Atlético San Martín de Tucumán,102466,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102466.png
Sanjoanense,Associação Desportiva Sanjoanense,2428,Portugal,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2428.png
Shabab Al Ahli Dubai,Shabab Al-Ahli Dubai FC,23418694,The United Arab Emirates,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_23418694.png
Spartak Subotica,FK Spartak Ždrepčeva krv Subotica,62031842,Serbia,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_62031842.png
Sport Recife,Sport Club do Recife,338,Brazil,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_338.png
Sporting Braga,Sporting Clube de Braga,1488,Portugal,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1488.png
Sporting Covilhã,Sporting Clube da Covilhã,2395,Portugal,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2395.png
Suwon Bluewings,Suwon Samsung Bluewings,106813,The Republic of Korea,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_106813.png
São José EC,EC São José (MT),2111647,,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2111647.png
São João Ver,Sporting Clube São João de Ver,109037,Portugal,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_109037.png
Tacuarembó,Tacuarembó Fútbol Club,130852,Uruguay,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130852.png
Talleres Córdoba,Club Atlético Talleres de Córdoba,102489,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102489.png
Tirana,Klubi i Futbollit Tirana,61,Albania,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_61.png
Toronto,Toronto FC,72000789,The United States of America,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_72000789.png
UCSA,UCSA Tarasivka,2000121111,Ukraine,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000121111.png
Union Saint-Gilloise,Royale Union Saint-Gilloise,288,Belgium,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_288.png
União Santarém,União Desportiva de Santarém,2471,Portugal,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2471.png
União TO,União Atlético Clube (TO),313343,Brazil,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_313343.png
União de Leiria,União Desportiva de Leiria,1493,Portugal,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1493.png
Unión Santa Fe,Club Atlético Unión de Santa Fe,102467,Argentina,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_102467.png
Vancouver Whitecaps,Vancouver Whitecaps FC,4400014,The United States of America,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_4400014.png
Vinotinto de Ecuador,Vinotinto del Ecuador Fútbol Club,2000439735,Ecuador,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000439735.png
Vukovar,HNK Vukovar 1991,126302,Croatia,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_126302.png
Wanderers U20,Bray Wanderers U20,52086899,,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_52086899.png
Yokohama,Yokohama F･Marinos,1198,Japan,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1198.png
Yongin,Yongin City,66010057,,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_66010057.png
Yverdon Sport,Yverdon Sport FC,105898,Switzerland,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_105898.png
Zulte-Waregem,SV Zulte-Waregem,299,Belgium,90,https://sortitoutsi.b-cdn.net/uploads/logo/logo_299.png
Belgrano Res.,Club Atlético Defensores de Belgrano,3101504,Argentina,85,https://sortitoutsi.b-cdn.net/uploads/logo/logo_3101504.png
Pogoń Grod. Mazowiecki,Pogoń Grodzisk Mazowiecki,96056623,Poland,85,https://sortitoutsi.b-cdn.net/uploads/logo/logo_96056623.png
Yokohama F. Marinos,Yokohama F･Marinos,1198,Japan,85,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1198.png
AD Marco 09,Associação Desportiva de Marco de Canaveses 09,2407,Portugal,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2407.png
CA La Paz,Club Atlético La Paz,2000193551,Mexico,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000193551.png
CF Os Belenenses,Clube de Futebol Os Belenenses,1474,Portugal,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1474.png
DC United,D.C. United,1913,The United States of America,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1913.png
Dynamo Makhachkala,Dinamo Makhachkala,58046584,Russia,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_58046584.png
Hamrun Spartans,Ħamrun Spartans FC,1242,Malta,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1242.png
LDU Quito,Liga Deportiva Universitaria de Quito,5270338,Ecuador,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5270338.png
Malut United FC,Imatong FC Melut,2000263037,South Sudan,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000263037.png
Omonia Aradippou,Omonoia Aradippou,459,Cyprus,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_459.png
Omonia Nicosia,Omonoia Nicosia,460,Cyprus,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_460.png
Porto II,Bunga Raya FC II,2000046193,,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_2000046193.png
SJ Earthquakes,San Jose Earthquakes,1910,The United States of America,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_1910.png
UTC Cajamarca,Universidad Técnica de Cajamarca,5290571,Peru,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5290571.png
WSPG Wels,Spielgemeinschaft LASK Linz/ESV Wels,5606934,,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_5606934.png
Zalaegerszegi TE,Kecskeméti TE,38042162,Hungary,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_38042162.png
İstanbul Başakşehir,Rams Başakşehir Futbol Kulübü,130343,Türkiye,70,https://sortitoutsi.b-cdn.net/uploads/logo/logo_130343.png
